Carrier,Activity,Data_Direction,LTE_Signal_Strength,Final_Test_Speed,Network_Types
D,Drive,Download,-81,117017.4722,LTE
D,Drive,Download,-82,108849.8087,LTE
D,Drive,Download,-79,105961.8844,LTE
D,Drive,Download,-80,102551.0602,LTE
D,Drive,Download,-75,55240.33866,LTE
D,Drive,Download,-91,1905.399402,LTE
D,Drive,Download,-106,4118.99332,LTE
D,Drive,Download,-96.33333333,3776.34039,LTE
D,Drive,Download,-95,2547.060613,LTE
D,Drive,Download,-77,92331.98765,LTE
D,Drive,Download,-104.3333333,28637.79989,LTE
D,Drive,Download,-110,18792.57933,LTE
D,Drive,Download,-105.3333333,53314.39248,LTE
D,Drive,Download,-73,93962.71955,LTE
D,Drive,Download,-72,87845.89837,LTE
D,Drive,Download,-78,60766.88937,LTE
D,Drive,Download,-91.5,3621.848823,LTE
D,Drive,Download,-112.6666667,5249.36279,LTE
D,Drive,Download,-100,55158.43684,LTE
D,Drive,Download,-114,21573.75813,LTE
D,Drive,Download,-111,29954.48406,LTE
D,Drive,Download,-114,20362.30577,LTE
D,Drive,Download,-111,31043.27371,LTE
D,Drive,Download,-113,19406.68199,LTE
D,Drive,Download,-101,3287.672544,LTE
D,Drive,Download,-105.5,8232.886094,LTE
D,Drive,Download,-101.3333333,27174.52261,LTE
D,Drive,Download,-76,81272.51616,LTE
D,Drive,Download,-108,13244.10321,LTE
D,Drive,Download,-104.75,25569.662,LTE
D,Drive,Download,-104,23452.68261,LTE
D,Drive,Download,-110,45905.59967,LTE
D,Drive,Download,-79,54449.61227,LTE
D,Drive,Download,-100,1701.637344,LTE
D,Drive,Download,-86,3131.313306,LTE
D,Drive,Download,-104,10195.80004,LTE
D,Drive,Download,-96.33333333,70985.9187,LTE
D,Drive,Download,-83.33333333,84993.85536,LTE
D,Drive,Download,-97.5,6701.200473,LTE
D,Drive,Download,-101,2342.381877,LTE
D,Drive,Download,-102,3031.305772,LTE
D,Drive,Download,-100,5882.213775,LTE
D,Drive,Download,-101,5340.055403,LTE
D,Drive,Download,-86,21801.89235,LTE
D,Drive,Download,-104,1316.207171,LTE
D,Drive,Download,-106,1112.917319,LTE
D,Drive,Download,-106,1166.609448,LTE
D,Drive,Download,-111,18647.37429,LTE
D,Drive,Download,-102.5,18573.85176,LTE
D,Drive,Download,-84.66666667,51872.17529,LTE
D,Drive,Download,-102,35487.2491,LTE
D,Drive,Download,-99.66666667,698.4194532,LTE
D,Drive,Download,-92,53085.59126,LTE
D,Drive,Download,-91,61347.02255,LTE
D,Drive,Download,-98.33333333,58793.73641,LTE
D,Drive,Download,-106,53233.11986,LTE
D,Drive,Download,-105,43965.03481,LTE
D,Drive,Download,-106,48779.68547,LTE
D,Drive,Download,-108,47784.35674,LTE
D,Drive,Download,-72,65259.74773,LTE
D,Drive,Download,-105,54725.91652,LTE
D,Drive,Download,-95,304.4509103,LTE
D,Drive,Download,-60,8488.326236,LTE
D,Drive,Download,-108,6643.035137,LTE
D,Drive,Download,-75.66666667,82023.78289,LTE
D,Drive,Download,-105,66409.07723,LTE
D,Drive,Download,-79,73869.84028,LTE
D,Drive,Download,-110,15849.22196,LTE
D,Drive,Download,-98.33333333,2503.852861,LTE
D,Drive,Download,-84,4339.870842,LTE
D,Drive,Download,-89.33333333,4344.401932,LTE
D,Drive,Download,-68,32315.09752,LTE
D,Drive,Download,-75,36640.76515,LTE
D,Drive,Download,-62.33333333,4493.241037,LTE
D,Drive,Download,-65,31909.96121,LTE
D,Drive,Download,-68,19604.84426,LTE
D,Drive,Download,-66.33333333,41997.30093,LTE
D,Drive,Download,-67.5,35254.00108,LTE
D,Drive,Download,-91,12725.82366,LTE
D,Drive,Download,-91,1748.556576,LTE
D,Drive,Download,-90,65292.45368,LTE
D,Drive,Download,-91,72501.62786,LTE
D,Drive,Download,-90.66666667,6314.585584,LTE
D,Drive,Download,-93,5330.837723,LTE
D,Drive,Download,-86,5664.502126,LTE
D,Drive,Download,,2140.293753,eHRPD
D,Drive,Download,,158.27016,eHRPD
D,Drive,Download,-96.33333333,2804.047678,LTE
D,Drive,Download,-94,4924.808425,LTE
D,Drive,Download,-98,454.3134669,LTE
D,Drive,Download,-102,2420.129072,LTE
D,Drive,Download,-93,8386.000308,LTE
D,Drive,Download,-95,2689.364402,LTE
D,Drive,Download,-83.5,1694.304929,LTE
D,Drive,Download,,1203.886741,eHRPD
D,Drive,Download,-108.5,4631.520494,LTE
D,Drive,Download,-95,45576.17846,LTE
D,Drive,Download,-94.5,4316.202807,LTE
D,Drive,Download,-96,1489.941768,LTE
D,Drive,Download,-107.3333333,7865.401193,LTE
D,Drive,Download,-108.5,14118.87117,LTE
D,Drive,Download,-95,85857.99809,LTE
D,Drive,Download,-100.5,1043.558075,LTE
D,Drive,Download,-96,2738.006224,LTE
D,Drive,Download,-99,5618.241957,LTE
D,Drive,Download,-98,983.4194698,LTE
D,Drive,Download,-99,1355.724131,LTE
D,Drive,Download,-98,2259.040578,LTE
D,Drive,Download,-104,603.4853947,LTE
D,Drive,Download,-102,811.6803099,LTE
D,Drive,Download,-102,921.5266419,LTE
D,Drive,Download,-102,1212.018729,LTE
D,Drive,Download,-100,3187.34095,LTE
D,Drive,Download,-100,2683.677502,LTE
D,Drive,Download,-99.33333333,67936.8148,LTE
D,Drive,Download,-100,2911.881931,LTE
D,Drive,Download,-105,256.4460391,LTE
D,Drive,Download,-67,12849.66545,LTE
D,Drive,Download,-102,26563.95987,LTE
D,Drive,Download,-101,38621.82846,LTE
D,Drive,Download,-100,43375.83179,LTE
D,Drive,Download,-97,47488.79497,LTE
D,Drive,Download,-85.66666667,81555.54019,LTE
D,Drive,Download,-91.5,76572.63739,LTE
D,Drive,Download,-98,75936.11451,LTE
D,Drive,Download,-81,51215.90726,LTE
D,Drive,Download,-79,53459.8109,LTE
D,Drive,Download,-83,56100.60674,LTE
D,Drive,Download,-89.33333333,78409.42041,LTE
D,Drive,Download,-73.5,86754.68453,LTE
D,Drive,Download,-94,62624.76852,LTE
D,Drive,Download,-96,57783.80274,LTE
D,Drive,Download,-95,64146.01284,LTE
D,Drive,Download,-109.3333333,15394.73585,LTE
D,Drive,Download,-95.66666667,46029.04056,LTE
D,Drive,Download,-99.33333333,48447.39273,LTE
D,Drive,Download,-100.6666667,16381.93982,LTE
D,Drive,Download,-103,38824.18903,LTE
D,Drive,Download,-88,38355.04458,LTE
D,Drive,Download,-109,19147.79572,LTE
D,Drive,Download,-114,26222.88904,LTE
D,Drive,Download,-85,4822.81411,LTE
D,Drive,Download,-82,57297.54651,LTE
D,Drive,Download,-91,76609.40404,LTE
D,Drive,Download,-109.3333333,24655.38881,LTE
D,Drive,Download,-99.66666667,4286.01115,LTE
D,Drive,Download,-101,18908.90131,LTE
D,Drive,Download,-106,1521.504533,LTE
D,Drive,Download,-105,31256.04635,LTE
D,Drive,Download,-100.6666667,42790.33777,LTE
D,Drive,Download,-79,92373.48473,LTE
D,Drive,Download,-80,86343.24071,LTE
D,Drive,Download,-112,15600.13816,LTE
D,Drive,Download,-108.6666667,23314.19533,LTE
D,Drive,Download,-101,48712.71096,LTE
D,Drive,Download,-103.6666667,17040.8532,LTE
D,Drive,Download,-103.6666667,39227.84643,LTE
D,Drive,Download,-104.6666667,29682.57407,LTE
D,Drive,Download,-91,28066.8896,LTE
D,Drive,Download,-90.66666667,23994.5439,LTE
D,Drive,Download,-75.66666667,49786.06757,LTE
D,Drive,Download,-108.6666667,14896.838,LTE
D,Drive,Download,-105.3333333,17921.3024,LTE
D,Drive,Download,-110,30088.32068,LTE
D,Drive,Download,-109,35464.52061,LTE
D,Drive,Download,-86.33333333,69903.5449,LTE
D,Drive,Download,-108,2836.143387,LTE
D,Drive,Download,-96.66666667,2453.104854,LTE
D,Drive,Download,-103,13945.16458,LTE
D,Drive,Download,-90.66666667,3473.588915,LTE
D,Drive,Download,-93,6444.147026,LTE
D,Drive,Download,-85,9312.548307,LTE
D,Drive,Download,-85.5,1896.430614,LTE
D,Drive,Download,,2512.494397,eHRPD
D,Drive,Download,-88.5,24355.92209,LTE
D,Drive,Download,-72,29855.44592,LTE
D,Drive,Download,,,eHRPD
D,Drive,Download,-88,9132.951171,LTE
D,Drive,Download,,567.5892833,eHRPD
D,Drive,Download,-91,4473.385507,LTE
D,Drive,Download,-113,150.3668323,LTE
D,Drive,Download,-111,16152.02788,LTE
D,Drive,Download,-105,25421.40567,LTE
D,Drive,Download,-87,12174.90919,LTE
D,Drive,Download,-80,2965.963014,LTE
D,Drive,Download,-83,6967.904708,LTE
D,Drive,Download,-90,3939.136415,LTE
D,Drive,Download,-96,3427.158225,LTE
D,Drive,Download,-70,7970.766189,LTE
D,Drive,Download,-78,903.6774277,LTE
D,Drive,Download,-101,53650.48185,LTE
D,Drive,Download,-92,55026.2896,LTE
D,Drive,Download,-90,3589.071399,LTE
D,Drive,Download,-94,2361.955877,LTE
D,Drive,Download,-104.25,21300.54709,LTE
D,Drive,Download,-91,52058.38405,LTE
D,Drive,Download,-73,46194.86045,LTE
D,Drive,Download,-103.6666667,4518.513829,LTE
D,Drive,Download,-107,3176.714939,LTE
D,Drive,Download,-103,7713.434756,LTE
D,Drive,Download,-106.5,32421.97759,LTE
D,Drive,Download,-68,12052.82693,LTE
D,Drive,Download,-70,11251.76221,LTE
D,Drive,Download,-76,8562.495763,LTE
D,Drive,Download,-73,8882.734581,LTE
D,Drive,Download,-75,3250.311814,LTE
D,Drive,Download,-75,17087.8255,LTE
D,Drive,Download,-70,20055.06391,LTE
D,Drive,Download,-100,11536.00082,LTE
D,Drive,Download,-98,45099.35489,LTE
D,Drive,Download,-112.5,15094.97973,LTE
D,Drive,Download,-110,10658.64816,LTE
D,Drive,Download,-100,4824.350745,LTE
D,Drive,Download,-96,37980.0937,LTE
D,Drive,Download,-109.6666667,12603.36519,LTE
D,Drive,Download,-81.33333333,82919.2983,LTE
D,Drive,Download,-101,6209.34298,LTE
D,Drive,Download,-92.33333333,18524.33736,LTE
D,Drive,Download,-111,25797.40319,LTE
D,Drive,Download,-107,8439.708707,LTE
D,Drive,Download,-106.3333333,26312.63768,LTE
D,Drive,Download,-106.3333333,21562.66364,LTE
D,Drive,Download,-79.5,86549.18628,LTE
D,Drive,Download,-83,1933.78709,LTE
D,Drive,Download,-95,927.414509,LTE
D,Drive,Download,-96.5,230.3305701,LTE
D,Drive,Download,-85.33333333,4010.251345,LTE
D,Drive,Download,-90,8383.597113,LTE
D,Drive,Download,-102,25162.07133,LTE
D,Drive,Download,-98.66666667,74219.86524,LTE
D,Drive,Download,-89,4592.67932,LTE
D,Drive,Download,-93.33333333,6114.522993,LTE
D,Drive,Download,-103,5848.188344,LTE
D,Drive,Download,-113,19698.35063,LTE
D,Drive,Download,-102,2883.552443,LTE
D,Drive,Download,-108,31872.43759,LTE
D,Drive,Download,-102,21216.01902,LTE
D,Drive,Download,-84.5,88150.08081,LTE
D,Drive,Download,-98.5,7290.808715,LTE
D,Drive,Download,-86.66666667,43825.61143,LTE
D,Drive,Download,-98.66666667,1444.912241,LTE
D,Drive,Download,-99.5,214.3527871,LTE
D,Drive,Download,-105.6666667,24793.13498,LTE
D,Drive,Download,-113.6666667,20354.77645,LTE
D,Drive,Download,-109,9481.407249,LTE
D,Drive,Download,-100,69781.2679,LTE
D,Drive,Download,-101,21818.98036,LTE
D,Drive,Download,-88.33333333,76772.58967,LTE
D,Drive,Download,-102.6666667,47628.72207,LTE
D,Drive,Download,-91.66666667,61757.53391,LTE
D,Drive,Download,-91,34538.0534,LTE
D,Drive,Download,-89,72301.99387,LTE
D,Drive,Download,-95,18238.78658,LTE
D,Drive,Download,-89,70867.87367,LTE
D,Drive,Download,-109,16417.78145,LTE
D,Drive,Download,-107,32300.58309,LTE
D,Drive,Download,-100,41759.41141,LTE
D,Drive,Download,-108,520.8971143,LTE
D,Drive,Download,-93,74169.03375,LTE
D,Drive,Download,-106,18920.73842,LTE
D,Drive,Download,-101,2958.426646,LTE
D,Drive,Download,-91,1775.731061,LTE
D,Drive,Download,-99,4207.802775,LTE
D,Drive,Download,-96.25,80409.09008,LTE
D,Drive,Download,-101.6666667,48406.04875,LTE
D,Drive,Download,-107,40891.39856,LTE
D,Drive,Download,-102.6666667,49000.54204,LTE
D,Drive,Download,-74,74764.55083,LTE
D,Drive,Download,-75.66666667,74762.73842,LTE
D,Drive,Download,-107.3333333,31310.77278,LTE
D,Drive,Download,-103,10129.46353,LTE
D,Drive,Download,-103.3333333,1190.040266,LTE
D,Drive,Download,-101,28803.30386,LTE
D,Drive,Download,-111,20458.91186,LTE
D,Drive,Download,-93,28563.4007,LTE
D,Drive,Download,-95,53798.9018,LTE
D,Drive,Download,-98,34491.1438,LTE
D,Drive,Download,-100,33266.68808,LTE
D,Drive,Download,-98,36019.19407,LTE
D,Drive,Download,-100,30213.86013,LTE
D,Drive,Download,-89.66666667,11106.59841,LTE
D,Drive,Download,-95,34633.65229,LTE
D,Drive,Download,-90,74514.81399,LTE
D,Drive,Download,-81,82547.83609,LTE
D,Drive,Download,-86,75434.27372,LTE
D,Drive,Download,-96,1602.174366,LTE
D,Drive,Download,-103,5042.768912,LTE
D,Drive,Download,-111,28249.97948,LTE
D,Drive,Download,-110,20775.93708,LTE
D,Drive,Download,-84.5,96191.27033,LTE
D,Drive,Download,-89.66666667,90318.16676,LTE
D,Drive,Download,-84,80899.60647,LTE
D,Drive,Download,-105.3333333,47941.35901,LTE
D,Drive,Download,-78,14532.6157,LTE
D,Drive,Download,-100,3309.398561,LTE
D,Drive,Download,-100,2245.352272,LTE
D,Drive,Download,-98,799.6738149,LTE
D,Drive,Download,-105.3333333,718.1831411,LTE
D,Drive,Download,-111,36427.63022,LTE
D,Drive,Download,-81,66786.24014,LTE
D,Drive,Download,-86.66666667,62813.23653,LTE
D,Drive,Download,-103,26713.21512,LTE
D,Drive,Download,-91,878.501533,LTE
D,Drive,Download,-89,478.8981999,LTE
D,Drive,Download,-90.5,1031.551739,LTE
D,Drive,Download,-95,354.4920881,LTE
D,Drive,Download,-92,950.0241547,LTE
D,Drive,Download,-108,261.1700214,LTE
D,Drive,Download,-102.3333333,1241.07141,LTE
D,Drive,Download,-104,35723.64299,LTE
D,Drive,Download,-113,22762.32993,LTE
D,Drive,Download,-101,2573.559491,LTE
D,Drive,Download,-108,30031.36013,LTE
D,Drive,Download,-105.5,46274.08123,LTE
D,Drive,Download,-103.5,15929.47134,LTE
D,Drive,Download,-101,29743.58983,LTE
D,Drive,Download,-104.6666667,25194.15307,LTE
D,Drive,Download,-108,41103.90646,LTE
D,Drive,Download,-108,29087.44004,LTE
D,Drive,Download,-104,53558.25722,LTE
D,Drive,Download,-106,23256.32564,LTE
D,Drive,Download,-111,19778.10982,LTE
D,Drive,Download,-109.5,7849.133395,LTE
D,Drive,Download,-91.33333333,7419.843111,LTE
D,Drive,Download,-87,83972.497,LTE
D,Drive,Download,-96,55820.03887,LTE
D,Drive,Download,-104,22808.08012,LTE
D,Drive,Download,-96,860.1555091,LTE
D,Drive,Download,-96.33333333,2476.97939,LTE
D,Drive,Download,-107,30413.60539,LTE
D,Drive,Download,-107.3333333,30794.38809,LTE
D,Drive,Download,-105.3333333,45938.87281,LTE
D,Drive,Download,-106.6666667,6411.138008,LTE
D,Drive,Download,-85.5,4957.282762,LTE
D,Drive,Download,-94,56996.59392,LTE
D,Drive,Download,,715.0019377,eHRPD
D,Drive,Download,-58.66666667,8050.862112,LTE
D,Drive,Download,-63,11706.86516,LTE
D,Drive,Download,-102.6666667,205.6796157,LTE
D,Drive,Download,-97.33333333,3755.192873,LTE
D,Drive,Download,-90,48133.68494,LTE
D,Drive,Download,-110.6666667,16093.84268,LTE
D,Drive,Download,-99.66666667,19685.37499,LTE
D,Drive,Download,-105.5,8814.956838,LTE
D,Drive,Download,-82,87004.25216,LTE
D,Drive,Download,-92,50557.26309,LTE
D,Drive,Download,-82,99982.56207,LTE
D,Drive,Download,-109.6666667,16920.00779,LTE
D,Drive,Download,-109,14010.49135,LTE
D,Drive,Download,-98.33333333,34266.14358,LTE
D,Drive,Download,-65,50726.94154,LTE
D,Drive,Download,-108,7866.896711,LTE
D,Drive,Download,-97.5,2900.788429,LTE
D,Drive,Download,-88.33333333,27327.69176,LTE
D,Drive,Download,-103.5,19664.73902,LTE
D,Drive,Download,-61,50354.1089,LTE
D,Drive,Download,-60,28526.78231,LTE
D,Drive,Download,-64.33333333,47889.56686,LTE
D,Drive,Download,-56,43275.22599,LTE
D,Drive,Download,-63,35105.56612,LTE
D,Drive,Download,-90,3748.835472,LTE
D,Drive,Download,-68,75865.58684,LTE
D,Drive,Download,-103.6666667,21524.7069,LTE
D,Drive,Download,-107,21445.46365,LTE
D,Drive,Download,-108.3333333,38875.2657,LTE
D,Drive,Download,-98.5,3997.793245,LTE
D,Drive,Download,-81.5,9170.274657,LTE
D,Drive,Download,-109,31277.45653,LTE
D,Drive,Download,-99.66666667,3980.448154,LTE
D,Drive,Download,-94.66666667,71261.27976,LTE
D,Drive,Download,-91,57421.09449,LTE
D,Drive,Download,-76,101210.0259,LTE
D,Drive,Download,-108,27986.62579,LTE
D,Drive,Download,-104,3865.880034,LTE
D,Drive,Download,-105,2715.802413,LTE
D,Drive,Download,-101,4917.548897,LTE
D,Drive,Download,-91,13703.79437,LTE
D,Drive,Download,-78.33333333,111420.3378,LTE
D,Drive,Download,-93.66666667,27902.37716,LTE
D,Drive,Download,-93,36513.65988,LTE
D,Drive,Download,-88.5,46511.47488,LTE
D,Drive,Download,-87,66098.1996,LTE
D,Drive,Download,-76,19527.86289,LTE
D,Drive,Download,-106.6666667,58812.79959,LTE
D,Drive,Download,-97.5,11345.53145,LTE
D,Drive,Download,-108.6666667,50963.36282,LTE
D,Drive,Download,-106.3333333,34812.55499,LTE
D,Drive,Download,-98.33333333,38027.45284,LTE
D,Drive,Download,-105,41456.1257,LTE
D,Drive,Download,-92,77799.75822,LTE
D,Drive,Download,-111.3333333,27581.30823,LTE
D,Drive,Download,-81,23413.24046,LTE
D,Drive,Download,-106.3333333,24913.69269,LTE
D,Drive,Download,-99.66666667,8440.711662,LTE
D,Drive,Download,-91,11368.12717,LTE
D,Drive,Download,-105,6437.366727,LTE
D,Drive,Download,-100.6666667,53897.84438,LTE
D,Drive,Download,-91.66666667,8414.329317,LTE
D,Drive,Download,-86.66666667,18047.23286,LTE
D,Drive,Download,-92.66666667,72824.13642,LTE
D,Drive,Download,-106,26304.22757,LTE
D,Drive,Download,-110.6666667,19683.57132,LTE
D,Drive,Download,-101,3394.881013,LTE
D,Drive,Download,-86.33333333,15995.96472,LTE
D,Drive,Download,-97.33333333,5810.901334,LTE
D,Drive,Download,-93,11779.84858,LTE
D,Drive,Download,-97,11632.04301,LTE
D,Drive,Download,-101,13135.8341,LTE
D,Drive,Download,-105.5,53099.44937,LTE
D,Drive,Download,-99,5711.796781,LTE
D,Drive,Download,-106,5896.679701,LTE
D,Drive,Download,-91,20106.89312,LTE
D,Drive,Download,-97,3800.994821,LTE
D,Drive,Download,-78,94054.15269,LTE
D,Drive,Download,-105,30100.12956,LTE
D,Drive,Download,-79,97610.4083,LTE
D,Drive,Download,-91.66666667,78245.91934,LTE
D,Drive,Download,-110,40346.77223,LTE
D,Drive,Download,-110,14052.61007,LTE
D,Drive,Download,-106,,"LTE,eHRPD"
D,Drive,Download,,1788.401218,eHRPD
D,Drive,Download,-108,11982.70777,LTE
D,Drive,Download,-94.33333333,58244.45435,LTE
D,Drive,Download,-81,78500.95595,LTE
D,Drive,Download,-74,21454.50059,LTE
D,Drive,Download,-86,19300.31988,LTE
D,Drive,Download,-90.33333333,80756.82943,LTE
D,Drive,Download,-97,63649.67886,LTE
D,Drive,Download,-106.3333333,19362.63726,LTE
D,Drive,Download,-96,69704.39835,LTE
D,Drive,Download,-95.25,72160.6039,LTE
D,Drive,Download,-111,34304.5579,LTE
D,Drive,Download,-111,43053.93253,LTE
D,Drive,Download,-109,47368.86907,LTE
D,Drive,Download,-109,43142.59396,LTE
D,Drive,Download,-97.5,26756.69852,LTE
D,Drive,Download,-103,48789.71373,LTE
D,Drive,Download,-106.5,6173.895227,LTE
D,Drive,Download,-94.5,14377.50519,LTE
D,Drive,Download,-108,19230.47839,LTE
D,Drive,Download,-96.33333333,54541.93211,LTE
D,Drive,Download,-94,19946.28972,LTE
D,Drive,Download,-80,108896.0806,LTE
D,Drive,Download,-98,30832.98101,LTE
D,Drive,Download,-107.5,30162.10804,LTE
D,Drive,Download,-79.5,91476.78857,LTE
D,Drive,Download,-108,43138.10245,LTE
D,Drive,Download,-92,88663.39988,LTE
D,Drive,Download,-102,10900.31289,LTE
D,Drive,Download,-108.3333333,35854.74096,LTE
D,Drive,Download,-93,75332.25466,LTE
D,Drive,Download,-75,102876.465,LTE
D,Drive,Download,-88,21957.43245,LTE
D,Drive,Download,-91,30087.23718,LTE
D,Drive,Download,-104.3333333,7021.805215,LTE
D,Drive,Download,-99,10592.65334,LTE
D,Drive,Download,-76.66666667,106215.5599,LTE
D,Drive,Download,-97,12478.03691,LTE
D,Drive,Download,-84,73407.37682,LTE
D,Drive,Download,-100.5,10606.56406,LTE
D,Drive,Download,-93.66666667,8452.474949,LTE
D,Drive,Download,-91,23965.33285,LTE
D,Drive,Download,-88.66666667,14015.25884,LTE
D,Drive,Download,-96.5,64036.04338,LTE
D,Drive,Download,-78,30730.72742,LTE
D,Drive,Download,-83,49289.36816,LTE
D,Drive,Download,-66.33333333,49430.99279,LTE
D,Drive,Download,-104,31920.84299,LTE
D,Drive,Download,-97.33333333,30818.31482,LTE
D,Drive,Download,-102,3586.409987,LTE
D,Drive,Download,-107,24173.31539,LTE
D,Drive,Download,-79.33333333,75835.76697,LTE
D,Drive,Download,-111,28619.29335,LTE
D,Drive,Download,-104.3333333,47765.28391,LTE
D,Drive,Download,-103.6666667,44348.47392,LTE
D,Drive,Download,-107,42898.54853,LTE
D,Drive,Download,-107,52549.31923,LTE
D,Drive,Download,-107,53040.35959,LTE
D,Drive,Download,-107,52287.45782,LTE
D,Drive,Download,-105,9242.651836,LTE
D,Drive,Download,-106.6666667,29757.04945,LTE
D,Drive,Download,-105,32244.53351,LTE
D,Drive,Download,-99.66666667,9752.389902,LTE
D,Drive,Download,-107,6491.371371,LTE
D,Drive,Download,-101,6869.678643,LTE
D,Drive,Download,-94.33333333,48364.16506,LTE
D,Drive,Download,-96,70068.39226,LTE
D,Drive,Download,-100,66790.66422,LTE
D,Drive,Download,-100,5226.864111,LTE
D,Drive,Download,-97,9230.081321,LTE
D,Drive,Download,-108,42029.62971,LTE
D,Drive,Download,-112,22660.6102,LTE
D,Drive,Download,-103,37187.99979,LTE
D,Drive,Download,-106,30684.55557,LTE
D,Drive,Download,-92,48597.40768,LTE
D,Drive,Download,-85,82376.71557,LTE
D,Drive,Download,-80,68167.61811,LTE
D,Drive,Download,-85,80119.11084,LTE
D,Drive,Download,-90,58966.52923,LTE
D,Drive,Download,-104.5,15944.46945,LTE
D,Drive,Download,-105.5,5699.019631,LTE
D,Drive,Download,-89,20893.04646,LTE
D,Drive,Download,-105.6666667,7713.594104,LTE
D,Drive,Download,-86.33333333,45439.70823,LTE
D,Drive,Download,-101.6666667,4493.41744,LTE
D,Drive,Download,-101.3333333,66555.17547,LTE
D,Drive,Download,-84,85237.31822,LTE
D,Drive,Download,-81,68643.85723,LTE
D,Drive,Download,-98,4696.38001,LTE
D,Drive,Download,-109,45714.50702,LTE
D,Drive,Download,-91.66666667,20425.79856,LTE
D,Drive,Download,-93,13572.98333,LTE
D,Drive,Download,-99,3854.065789,LTE
D,Drive,Download,-102.6666667,2183.564962,LTE
D,Drive,Download,-81,100375.7766,LTE
D,Drive,Download,-86.33333333,87925.26262,LTE
D,Drive,Download,-92,39895.47149,LTE
D,Drive,Download,-95,62509.01964,LTE
D,Drive,Download,-97,81838.66375,LTE
D,Indoor,Download,-100,53595.87951,LTE
D,Indoor,Download,-100,47582.0909,LTE
D,Indoor,Download,-100,54261.61885,LTE
D,Indoor,Download,-100,53516.53612,LTE
D,Indoor,Download,-104,34290.3414,LTE
D,Indoor,Download,-109,2271.371773,LTE
D,Indoor,Download,-111.6666667,808.7398139,LTE
D,Indoor,Download,-107.5,1617.689385,LTE
D,Indoor,Download,-113,129.5121259,LTE
D,Indoor,Download,-98.33333333,76732.50321,LTE
D,Indoor,Download,-97,75637.58784,LTE
D,Indoor,Download,-97,64691.39698,LTE
D,Indoor,Download,-99,60714.78991,LTE
D,Indoor,Download,-97,63303.11953,LTE
D,Indoor,Download,-104,76260.70063,LTE
D,Indoor,Download,-101,91754.79609,LTE
D,Indoor,Download,-100,95016.7144,LTE
D,Indoor,Download,-100,100921.0157,LTE
D,Indoor,Download,-100,98267.71276,LTE
D,Indoor,Download,-104.5,20837.83985,LTE
D,Indoor,Download,-99.5,9706.175767,LTE
D,Indoor,Download,-114,19186.76347,LTE
D,Indoor,Download,-114,19456.40917,LTE
D,Indoor,Download,-114,19781.34942,LTE
D,Indoor,Download,-97,6009.987949,LTE
D,Indoor,Download,-95,6929.49645,LTE
D,Indoor,Download,-93,6169.028329,LTE
D,Indoor,Download,-95,9758.664859,LTE
D,Indoor,Download,-95,10386.77913,LTE
D,Indoor,Download,-107,52868.16357,LTE
D,Indoor,Download,-94,5738.048094,LTE
D,Indoor,Download,-108.3333333,1427.626093,LTE
D,Indoor,Download,-110,43726.4436,LTE
D,Indoor,Download,-90,67192.02019,LTE
D,Indoor,Download,-77.5,15645.78935,LTE
D,Indoor,Download,-74,15068.24824,LTE
D,Indoor,Download,-76,37094.34061,LTE
D,Indoor,Download,-78,23165.7283,LTE
D,Indoor,Download,-73,15982.64933,LTE
D,Indoor,Download,-95,3863.088451,LTE
D,Indoor,Download,-95,6830.734508,LTE
D,Indoor,Download,-97,9501.67983,LTE
D,Indoor,Download,-97,2123.187298,LTE
D,Indoor,Download,-97,5430.659604,LTE
D,Indoor,Download,-100,409.267225,LTE
D,Indoor,Download,-105,56722.42313,LTE
D,Indoor,Download,-105,56803.6787,LTE
D,Indoor,Download,-105,58362.92863,LTE
D,Indoor,Download,-105,63498.61628,LTE
D,Indoor,Download,-94,65066.25594,LTE
D,Indoor,Download,-96,72906.53945,LTE
D,Indoor,Download,-96,77200.99419,LTE
D,Indoor,Download,-94,70893.50873,LTE
D,Indoor,Download,-94,66951.66838,LTE
D,Indoor,Download,-83,97248.56528,LTE
D,Indoor,Download,-85,86337.91854,LTE
D,Indoor,Download,-85,91432.49063,LTE
D,Indoor,Download,-87,98078.03903,LTE
D,Indoor,Download,-85,89986.20086,LTE
D,Indoor,Download,-94,7147.022672,LTE
D,Indoor,Download,-94,10701.97227,LTE
D,Indoor,Download,-94,2919.156034,LTE
D,Indoor,Download,-94,2463.283802,LTE
D,Indoor,Download,-98,4916.306007,LTE
D,Indoor,Download,-90,2060.518047,LTE
D,Indoor,Download,-93.33333333,7598.658799,LTE
D,Indoor,Download,-94,6030.548224,LTE
D,Indoor,Download,-86.33333333,17863.66468,LTE
D,Indoor,Download,-82,9982.701979,LTE
D,Indoor,Download,-82,15918.35258,LTE
D,Indoor,Download,-82,9637.784208,LTE
D,Indoor,Download,-82,12137.54814,LTE
D,Indoor,Download,-82,13899.34557,LTE
D,Indoor,Download,-82,10385.39243,LTE
D,Indoor,Download,-111,36132.05015,LTE
D,Indoor,Download,-111,29259.50698,LTE
D,Indoor,Download,-108,15546.66694,LTE
D,Indoor,Download,-103.5,15004.73046,LTE
D,Indoor,Download,-100.5,13924.32981,LTE
D,Indoor,Download,-105,5486.053023,LTE
D,Indoor,Download,-112,9893.866858,LTE
D,Indoor,Download,-103,8495.590624,LTE
D,Indoor,Download,-102,3744.745416,LTE
